TrackID,AssignedTruthID,Surviving,TotalLength,UnreportedStatus,MeanTimeBetweenReports,MaxTimeBetweenReports,DivergenceStatus
1,1,1,190,0,0.259999999999993,0.260000000000041,1
2,2,1,190,0,0.259999999999993,0.260000000000041,0
