TrackID,posRMS,velRMS,posANEES,velANEES
1,37.6530199251829,84.7965682642302,12.0950912769809,158.191816142851
2,32.6501474265094,81.9812005391851,10.9529291575741,140.188680621856
4,83.9906259234745,90.6505241556364,18.1589526454803,127.209477403221
